Frame,X,Y,Z,Rotation_1,Rotation_2,Rotation_3
146,10.230602509400839,9.552296729166308,-8.885924422455147,[-0.94252505 -0.30358318  0.13958434],[ 0.11812708 -0.69351432 -0.71069253],[ 0.31255804 -0.65335682  0.68951601]
147,10.230602509400839,9.552296729166308,-8.885924422455147,[-0.94252505 -0.30358318  0.13958434],[ 0.11812708 -0.69351432 -0.71069253],[ 0.31255804 -0.65335682  0.68951601]
148,10.229318321696285,9.551343549155039,-8.888071040619256,[-0.94253775 -0.30358049  0.13950442],[ 0.11816087 -0.69346345 -0.71073656],[ 0.31250697 -0.65341207  0.68948681]
149,10.234034920954217,9.5500868394581,-8.8872871005507,[-0.94239959 -0.30387519  0.13979586],[ 0.11830167 -0.69372658 -0.7104563 ],[ 0.31287015 -0.65299564  0.68971659]
150,10.233225350501282,9.560062086362617,-8.876621780501091,[-0.94255046 -0.30333839  0.13994446],[ 0.11771428 -0.69362616 -0.71065189],[ 0.31263713 -0.6533518   0.68948491]
151,10.260372374036509,9.538829527381239,-8.893800366295519,[-0.94139139 -0.30602141  0.14189135],[ 0.11934785 -0.69561573 -0.70843125],[ 0.31549699 -0.64997665  0.69136966]
152,10.25912789627836,9.528994458561893,-8.9002900666842,[-0.94114936 -0.30664541  0.14214946],[ 0.11979231 -0.69590152 -0.70807548],[ 0.31605012 -0.64937637  0.69168103]
153,10.249040813384081,9.535216569352293,-8.900029077741433,[-0.94151174 -0.30583869  0.1414862 ],[ 0.11929566 -0.69518072 -0.70886692],[ 0.31515741 -0.65052784  0.69100603]
154,10.246843249403982,9.53931545548301,-8.897289688075075,[-0.94159505 -0.3056309   0.14138078],[ 0.11912292 -0.69500313 -0.70907008],[ 0.31497381 -0.65081519  0.69081915]
155,10.250173179711584,9.529770343592585,-8.905903847253583,[-0.94123998 -0.3065083   0.14184484],[ 0.11971765 -0.69550246 -0.70848008],[ 0.31580846 -0.64986844  0.69132917]
156,10.267469374472181,9.529071733028223,-8.89544253768623,[-0.94095158 -0.30704526  0.14259496],[ 0.11996005 -0.69627553 -0.70767929],[ 0.31657495 -0.64878625  0.69199473]
157,10.266940489617063,9.532506020031775,-8.891479649810446,[-0.9410993  -0.30668822  0.14238832],[ 0.11973525 -0.6960829  -0.70790682],[ 0.31622076 -0.64916172  0.69180452]
158,10.268411893866627,9.532366854720912,-8.890848526302907,[-0.94106606 -0.30674066  0.14249503],[ 0.11971509 -0.69611999 -0.70787376],[ 0.3163273  -0.64909717  0.69181638]
159,10.268722832227162,9.53466860148645,-8.888171798987297,[-0.94105879 -0.30673439  0.14255657],[ 0.11965731 -0.69610673 -0.70789657],[ 0.31637081 -0.64911435  0.69178037]
160,10.249242005649426,9.53838760635336,-8.888866272090434,[-0.9416231  -0.30554243  0.14138515],[ 0.11907481 -0.69505665 -0.7090257 ],[ 0.31490813 -0.65079957  0.6908638 ]
161,10.266755861064148,9.52535382246144,-8.90200075905962,[-0.94075559 -0.30751447  0.14287676],[ 0.12020023 -0.69643027 -0.70748624],[ 0.31706596 -0.64839782  0.69213398]
162,10.269985682413276,9.525317025227796,-8.895454068949515,[-0.94072905 -0.30752363  0.14303172],[ 0.12016707 -0.69658567 -0.70733887],[ 0.31715726 -0.64822653  0.69225259]
163,10.269985682413276,9.525317025227796,-8.895454068949515,[-0.94072905 -0.30752363  0.14303172],[ 0.12016707 -0.69658567 -0.70733887],[ 0.31715726 -0.64822653  0.69225259]
164,10.264417706046524,9.53424932077111,-8.891392685070016,[-0.94080859 -0.30732336  0.14293898],[ 0.11985951 -0.69614272 -0.70782696],[ 0.3170377  -0.64879709  0.69177268]
165,10.267640256026835,9.526713940413158,-8.896043903777663,[-0.94086031 -0.30724777  0.14276092],[ 0.12004713 -0.69637673 -0.70756493],[ 0.31681313 -0.64858172  0.69207745]
166,10.248367407397145,9.539528760285439,-8.884129721627462,[-0.94174072 -0.30525524  0.14122199],[ 0.11890307 -0.69492201 -0.70918648],[ 0.31462116 -0.65107806  0.69073214]
167,10.246379856389169,9.543147813222166,-8.880718591960711,[-0.9418723  -0.30492962  0.14104783],[ 0.11868521 -0.69473779 -0.70940343],[ 0.31430938 -0.65142715  0.69054492]
168,10.23926342072603,9.54627088096125,-8.88461343114,[-0.94228068 -0.3040776   0.1401568 ],[ 0.11836154 -0.69408249 -0.71009862],[ 0.31320547 -0.65252303  0.69001161]
169,10.225417242297194,9.541973220705948,-8.900189930368445,[-0.9417661  -0.30502718  0.14154512],[ 0.11809421 -0.69412848 -0.71009817],[ 0.31484974 -0.65203073  0.68972862]
170,10.243819398301335,9.541533416358973,-8.89039423713251,[-0.94204509 -0.30466633  0.14046166],[ 0.11876719 -0.6944277  -0.70969326],[ 0.31376011 -0.65188081  0.69036657]
171,10.24023282287486,9.548569154788776,-8.88290903630789,[-0.94233315 -0.30396274  0.14005313],[ 0.11830488 -0.69399234 -0.71019616],[ 0.31306897 -0.65267242  0.68993227]
172,10.228339287792146,9.552301666973227,-8.889609009479294,[-0.94207193 -0.30424188  0.1411997 ],[ 0.11757951 -0.69381891 -0.71048601],[ 0.31412662 -0.65272674  0.68939994]
173,10.226320402619283,9.552867819497646,-8.89051793962275,[-0.94212105 -0.30413905  0.14109348],[ 0.11752122 -0.69370146 -0.71061034],[ 0.31400111 -0.65289948  0.68929354]
174,10.254096913373504,9.543155647909858,-8.892282355805943,[-0.94154972 -0.30573432  0.14145898],[ 0.11917137 -0.69505407 -0.70901201],[ 0.31509095 -0.6507122   0.69086274]
175,10.24818737037365,9.547546129557112,-8.887911836337281,[-0.94171722 -0.30530748  0.14126581],[ 0.11880723 -0.69470565 -0.70941448],[ 0.3147277  -0.65128443  0.690489  ]
176,10.245810579575217,9.545148967971475,-8.891600507385567,[-0.94170151 -0.30538416  0.14120477],[ 0.11890886 -0.69469406 -0.7094088 ],[ 0.31473632 -0.65126084  0.69050732]
177,10.250179821400772,9.550314190085231,-8.88093527580509,[-0.94179131 -0.30509419  0.14123266],[ 0.1186568  -0.69469512 -0.70944996],[ 0.3145627  -0.6513956   0.69045933]
178,10.319453648529336,9.521555998018442,-8.852772062749782,[-0.93963639 -0.30965157  0.14559997],[ 0.12113291 -0.69898133 -0.7048063 ],[ 0.32001604 -0.6446247   0.69429729]
179,10.315358471840746,9.520991307282173,-8.860803119382519,[-0.9397167  -0.30922665  0.14598426],[ 0.12039468 -0.69876616 -0.70514607],[ 0.32005882 -0.64506181  0.69387147]
180,10.241266975014987,9.57606949905711,-8.853833942347913,[-0.94236988 -0.30354372  0.14071329],[ 0.11742291 -0.69388673 -0.71044568],[ 0.31329041 -0.65297965  0.68954093]
181,10.241972337823526,9.573274983539276,-8.855450121447001,[-0.94227681 -0.30378274  0.14082069],[ 0.1175962  -0.69401991 -0.71028691],[ 0.31350527 -0.65272691  0.68968256]
182,10.241631462995251,9.573028510045983,-8.85514163188351,[-0.94233268 -0.30364613  0.14074145],[ 0.11753648 -0.6939977  -0.71031849],[ 0.3133597  -0.65281407  0.68966621]
183,10.244509870040364,9.542143312231833,-8.893230312553047,[-0.94123755 -0.30641052  0.14207205],[ 0.11934448 -0.69524764 -0.70879307],[ 0.31595691 -0.65018714  0.69096159]
184,10.257020225267373,9.539971451650146,-8.888250804005457,[-0.94090755 -0.30708609  0.14279749],[ 0.11966796 -0.6959221  -0.70807627],[ 0.3168163  -0.64914602  0.69154672]
185,10.2476102413108,9.546342811411346,-8.885913203923181,[-0.9413394  -0.30611992  0.14202369],[ 0.11910254 -0.69515322 -0.70892636],[ 0.31574471 -0.65042493  0.69083478]
186,10.258593994068134,9.53579693450967,-8.89094051929607,[-0.94087485 -0.30720512  0.14275688],[ 0.11983252 -0.69600111 -0.70797078],[ 0.3168512  -0.64900498  0.69166311]
187,10.262026712647529,9.535161887255533,-8.88865623531681,[-0.94083767 -0.30726741  0.14286782],[ 0.11986684 -0.69614001 -0.70782839],[ 0.3169486  -0.6488265   0.69178592]
188,10.262567850129349,9.5424271917482,-8.877841027464601,[-0.94106619 -0.30667496  0.14263557],[ 0.11943164 -0.69586336 -0.7081739 ],[ 0.31643407 -0.64940331  0.69148017]
189,10.262901751380067,9.537381932925632,-8.885699492058572,[-0.94091399 -0.30707157  0.14278625],[ 0.11973163 -0.6960591  -0.70793084],[ 0.3167731  -0.649006    0.69169792]
190,10.268150019152916,9.537409849546629,-8.884496426309305,[-0.9407055  -0.30756461  0.14309848],[ 0.12002165 -0.6963238  -0.70762134],[ 0.31728216 -0.64848837  0.69195004]
191,10.267675752012217,9.528383849944976,-8.894194532495767,[-0.94053913 -0.30798894  0.14327932],[ 0.12036219 -0.69660114 -0.70729046],[ 0.31764618 -0.64798893  0.69225086]
192,10.256989388401067,9.531645415318032,-8.89830952251702,[-0.94085892 -0.30732142  0.1426115 ],[ 0.12000807 -0.69594556 -0.70799565],[ 0.31683207 -0.64900949  0.69166764]
193,10.256008217653838,9.530739131833766,-8.900012059766674,[-0.94085362 -0.30735173  0.14258116],[ 0.12005453 -0.69594418 -0.70798913],[ 0.31683021 -0.64899662  0.69168057]
194,10.253747302015089,9.531051160052744,-8.900007711428131,[-0.94089129 -0.30728122  0.1424845 ],[ 0.12001902 -0.69583824 -0.70809927],[ 0.31673177 -0.64914358  0.69158773]
195,10.254327609591623,9.530361191460798,-8.900240102272932,[-0.94087588 -0.30731995  0.14250271],[ 0.12006505 -0.69589702 -0.7080337 ],[ 0.31676009 -0.64906224  0.69165111]
196,10.255381438215043,9.529728583115245,-8.900466375714853,[-0.94085465 -0.30735761  0.14256165],[ 0.12008095 -0.69595858 -0.7079705 ],[ 0.31681712 -0.6489784   0.69170366]
197,10.253101185500537,9.529456643007201,-8.90324592397282,[-0.94091358 -0.30724191  0.14242206],[ 0.12004975 -0.69586953 -0.70806331],[ 0.3166539  -0.64912865  0.69163741]
198,10.253992355508487,9.547663850987126,-8.889479536130205,[-0.94140562 -0.30599045  0.14186367],[ 0.1191742  -0.695266   -0.70880371],[ 0.31552015 -0.65036531  0.69099349]
199,10.25996910266836,9.541882372176863,-8.888967647992924,[-0.94118917 -0.30648176  0.14223883],[ 0.11944497 -0.69559528 -0.70843497],[ 0.31606305 -0.6497816   0.69129445]
200,10.260868575244622,9.549562837205283,-8.879353978972258,[-0.94143318 -0.30587412  0.14193162],[ 0.11904247 -0.69529174 -0.7088006 ],[ 0.31548764 -0.65039252  0.69098272]
201,10.258334810779338,9.549565781986017,-8.880472969084195,[-0.94149614 -0.30576297  0.14175341],[ 0.11904451 -0.69520256 -0.70888772],[ 0.31529895 -0.65054009  0.69092993]
202,10.254466304006833,9.548890714691174,-8.884786177773265,[-0.9415726  -0.30562362  0.14154591],[ 0.11899386 -0.69500544 -0.70908949],[ 0.31508967 -0.65081614  0.69076541]
203,10.253989211591847,9.543266111960834,-8.892741182632065,[-0.94139236 -0.30607626  0.14176653],[ 0.119295   -0.69522275 -0.70882581],[ 0.31551407 -0.65037117  0.69099075]
204,10.255813489415072,9.539047732151975,-8.899219512772016,[-0.94119088 -0.30660954  0.14195182],[ 0.11970973 -0.69548507 -0.70849848],[ 0.31595777 -0.64983929  0.69128835]
205,10.252653197172826,9.529364222819797,-8.905699466101627,[-0.94100272 -0.30713598  0.14206117],[ 0.12010703 -0.69560401 -0.70831445],[ 0.31636717 -0.64946328  0.69145446]
206,10.251163798125557,9.539602043252163,-8.894129001252807,[-0.94124929 -0.30649025  0.14182211],[ 0.11957701 -0.69520752 -0.70879323],[ 0.31583401 -0.65019246  0.69101277]
207,10.247187934793285,9.5434280069618,-8.894767492889317,[-0.94143773 -0.30606613  0.14148682],[ 0.11932771 -0.69487247 -0.70916369],[ 0.31536628 -0.65075016  0.69070133]
208,10.252626011834373,9.53570363982632,-8.896729021408248,[-0.94111634 -0.3068108   0.14201118],[ 0.11979567 -0.69542226 -0.70854561],[ 0.31614718 -0.64981152  0.69122786]
209,10.251760214308797,9.525875083130128,-8.908179119724034,[-0.94085902 -0.3074987   0.14222815],[ 0.12032701 -0.69571666 -0.70816647],[ 0.31671076 -0.64917092  0.6915717 ]
210,10.234703839021673,9.471128425899522,-8.939286004264119,[-0.93969558 -0.31058412  0.14321213],[ 0.12250663 -0.69661336 -0.70691015],[ 0.31931855 -0.64673591  0.69265311]
211,10.231550469211099,9.475886123830216,-8.93840414315973,[-0.93969041 -0.31061645  0.14317593],[ 0.12246552 -0.69642217 -0.70710562],[ 0.31934953 -0.64692626  0.69246104]
212,10.256534497416599,9.54137423633713,-8.883716955288902,[-0.94136033 -0.30615492  0.14180935],[ 0.11937358 -0.69532143 -0.70871578],[ 0.3155799  -0.65022863  0.69109482]
213,10.245198345914318,9.548840726328763,-8.877797664891508,[-0.9419787  -0.30479281  0.14063238],[ 0.118725   -0.69439765 -0.70972973],[ 0.31397531 -0.65185371  0.69029432]
214,10.234309465379988,9.55339782561861,-8.881929567575462,[-0.94231219 -0.30406824  0.13996516],[ 0.1182988  -0.69366617 -0.71051576],[ 0.31313437 -0.65296995  0.68962099]
215,10.223070074375787,9.555229938991388,-8.888765532739377,[-0.94211488 -0.3042171   0.14096637],[ 0.11758688 -0.69350935 -0.71078696],[ 0.31399505 -0.65306718  0.68913741]
216,10.241867573391989,9.547469653095149,-8.892903394665163,[-0.94158136 -0.30538801  0.14199541],[ 0.11824076 -0.69453814 -0.70967309],[ 0.31534689 -0.65142531  0.69007348]
217,10.245226411744175,9.544190374430956,-8.897548728758753,[-0.94129268 -0.3060148   0.14255885],[ 0.11853677 -0.6949914  -0.7091798 ],[ 0.31609669 -0.65064729  0.69046433]
218,10.238644284641127,9.552194841827184,-8.891118403153648,[-0.94141301 -0.30567403  0.1424954 ],[ 0.11810872 -0.69457206 -0.70966188],[ 0.31589853 -0.65125498  0.68998193]
219,10.24976038458175,9.562351622365249,-8.879824598995919,[-0.94148487 -0.30536807  0.14267653],[ 0.11782033 -0.69476275 -0.70952315],[ 0.31579205 -0.65119511  0.69008718]
220,10.250002440799475,9.563842151927428,-8.877659065858737,[-0.94144651 -0.30542279  0.14281241],[ 0.11776864 -0.69477721 -0.70951757],[ 0.31592564 -0.65115401  0.69006481]
221,10.245920336712654,9.562041635439607,-8.880895565324664,[-0.94145119 -0.30543956  0.14274573],[ 0.11779284 -0.69469588 -0.70959318],[ 0.31590269 -0.65123291  0.69000086]
222,10.256311423351985,9.555570577088197,-8.88308483958134,[-0.94103661 -0.30637918  0.14346389],[ 0.11835495 -0.69541973 -0.70879017],[ 0.31692617 -0.65001784  0.69067692]
223,10.251847647250509,9.561216865628293,-8.87702241337879,[-0.94140309 -0.30554825  0.1428303 ],[ 0.11792322 -0.69491698 -0.70935499],[ 0.31599738 -0.65094597  0.69022822]
224,10.266771178016857,9.558303137082053,-8.87366095968538,[-0.94091383 -0.30664485  0.14370144],[ 0.11856586 -0.69578266 -0.70839863],[ 0.31721176 -0.64950399  0.69102914]
225,10.239785849802171,9.536984464468413,-8.90069348125426,[-0.94129338 -0.30614276  0.14227923],[ 0.11885606 -0.69500438 -0.70911363],[ 0.3159747  -0.65057322  0.69058995]
226,10.235224823122575,9.546228903904272,-8.887610045958919,[-0.9416918  -0.30516523  0.1417418 ],[ 0.11818646 -0.69439834 -0.70981892],[ 0.31503732 -0.6516787   0.68997562]
227,10.234082624178901,9.544951059929518,-8.888957397654718,[-0.94167238 -0.30521862  0.14175585],[ 0.1182196  -0.69440068 -0.70981112],[ 0.31508293 -0.6516512   0.68998076]
228,10.233895331336951,9.544392366691458,-8.889591610950557,[-0.94164786 -0.30527794  0.14179103],[ 0.11825867 -0.69443837 -0.70976773],[ 0.31514156 -0.65158325  0.69001816]
229,10.235882864005392,9.549217577369308,-8.883219271482544,[-0.94181811 -0.30483768  0.1416073 ],[ 0.11796753 -0.69427626 -0.70997474],[ 0.31474164 -0.65196201  0.68984291]
230,10.231620619914974,9.54942543931088,-8.887338682147528,[-0.94195109 -0.30458951  0.14125642],[ 0.11792095 -0.69404152 -0.71021195],[ 0.31436093 -0.65232783  0.68967065]
231,10.222209092190056,9.478885778918755,-8.932616726517239,[-0.94016897 -0.30918126  0.14314068],[ 0.12108894 -0.69591749 -0.70783919],[ 0.31846472 -0.64815569  0.69171846]
232,10.219771799953227,9.478640221688764,-8.934045977443867,[-0.940201   -0.30912794  0.14304544],[ 0.12108673 -0.69585424 -0.70790175],[ 0.31837099 -0.64824903  0.69167414]
233,10.224330860038629,9.47210014781767,-8.940418999165578,[-0.9398867  -0.30987265  0.14349888],[ 0.12158411 -0.69634192 -0.70733672],[ 0.31910859 -0.6473692   0.6921581 ]
234,10.222631065714424,9.480892591186047,-8.930437667148963,[-0.94018007 -0.30912548  0.14318826],[ 0.12100065 -0.69590192 -0.70786959],[ 0.31846551 -0.64819901  0.6916775 ]
235,10.224448341317427,9.476604220148488,-8.935553839870215,[-0.94006198 -0.30944667  0.14326979],[ 0.12129429 -0.69609898 -0.70762555],[ 0.31870232 -0.64783406  0.69191029]
236,10.218310894394648,9.485113772836073,-8.92729713693036,[-0.94037877 -0.30868537  0.14283245],[ 0.12074768 -0.69556058 -0.70824818],[ 0.31797447 -0.64877487  0.69136344]
237,10.269047743838374,9.48463255205808,-8.89115880833339,[-0.93939574 -0.31052468  0.14529302],[ 0.12159516 -0.69802827 -0.70567071],[ 0.32054681 -0.64523713  0.69348308]
238,10.261756012448963,9.487943871234231,-8.895663491889835,[-0.93954976 -0.31020232  0.14498539],[ 0.1213741  -0.69764127 -0.70609134],[ 0.32017896 -0.64581048  0.69311922]
239,10.284319595650654,9.473139108070189,-8.906245804082076,[-0.9385698  -0.31236115  0.14668758],[ 0.12262143 -0.69920566 -0.70432623],[ 0.32256894 -0.64307228  0.69455548]
240,10.211339206511784,9.48020180247746,-8.9342225396414,[-0.94037246 -0.30905098  0.14208138],[ 0.12147786 -0.69529727 -0.70838184],[ 0.3177149  -0.64888304  0.69138126]
241,10.223091186640579,9.559795356533542,-8.873917974125156,[-0.9424033  -0.30377127  0.13999654],[ 0.11779471 -0.69315689 -0.71109629],[ 0.31305019 -0.65364864  0.68901599]
242,10.224844262529427,9.551952101257676,-8.885123733397204,[-0.94208055 -0.30457244  0.14042743],[ 0.11830632 -0.69357156 -0.71060686],[ 0.31382774 -0.65283545  0.68943312]
243,10.232319831288207,9.546895126804518,-8.882914716347946,[-0.94186576 -0.305057    0.14081593],[ 0.11864448 -0.69408024 -0.7100536 ],[ 0.31434437 -0.65206813  0.68992374]
244,10.220132229197741,9.474217373539783,-8.933128014938708,[-0.94001894 -0.30982346  0.14273689],[ 0.12193905 -0.69597831 -0.70763342],[ 0.31858322 -0.64778362  0.69201237]
245,10.238529637585277,9.458564347039864,-8.94632594542108,[-0.93913318 -0.31181875  0.14421488],[ 0.12314504 -0.6974137  -0.70600951],[ 0.32072443 -0.64527761  0.69336328]
246,10.235696784342787,9.464167617650013,-8.940403711626862,[-0.93936686 -0.31124993  0.14392146],[ 0.12273409 -0.69706646 -0.70642387],[ 0.32019721 -0.6459271   0.69300211]
247,10.24176977254903,9.466883213395421,-8.935798705850393,[-0.93925083 -0.31143842  0.14427054],[ 0.12272086 -0.69726229 -0.70623289],[ 0.32054246 -0.64562482  0.69312417]
248,10.241767811335215,9.467387321646513,-8.935158344533384,[-0.93924838 -0.31144606  0.14427003],[ 0.12272265 -0.6972527  -0.70624204],[ 0.32054896 -0.64563149  0.69311495]
249,10.241893850095055,9.467252554701261,-8.934881561098637,[-0.93925196 -0.31143807  0.14426391],[ 0.12272908 -0.69726938 -0.70622445],[ 0.32053599 -0.64561733  0.69313415]
250,10.236040743132511,9.47401421954845,-8.935786473498066,[-0.93953699 -0.31081024  0.14376104],[ 0.12237473 -0.69681322 -0.70673599],[ 0.31983537 -0.64641189  0.69271711]
251,10.30075481576878,9.469615868894408,-8.899281830186494,[-0.93816101 -0.31344949  0.14698072],[ 0.12369174 -0.70001506 -0.7033344 ],[ 0.32334852 -0.64166061  0.69549795]
252,10.29711028122308,9.469781622410283,-8.899992294633872,[-0.93827725 -0.31321166  0.14674554],[ 0.12357855 -0.69982379 -0.7035446 ],[ 0.3230544  -0.6419853   0.69533498]
253,10.294606817789806,9.475151432167914,-8.894209297653365,[-0.93847537 -0.31274301  0.14647797],[ 0.123254   -0.69953573 -0.70388792],[ 0.3226026  -0.64252748  0.69504388]
254,10.237239502872926,9.476510921692462,-8.933446739557029,[-0.93961271 -0.3106468   0.14361938],[ 0.12232846 -0.69677058 -0.70678604],[ 0.31963058 -0.64653641  0.69269543]
255,10.237760036997715,9.477431658610726,-8.93186774347349,[-0.93961343 -0.31062082  0.14367081],[ 0.12227415 -0.69678131 -0.70678486],[ 0.31964923 -0.64653733  0.69268597]
256,10.244932453285678,9.468993643101726,-8.938266757352828,[-0.93927114 -0.31141348  0.14419215],[ 0.12282794 -0.69739983 -0.70607845],[ 0.32044193 -0.64548828  0.69329781]
257,10.235158571600659,9.478548780412101,-8.92450782499578,[-0.93984862 -0.31008611  0.14328706],[ 0.12204447 -0.69660389 -0.70699941],[ 0.31904502 -0.64698502  0.6925465 ]
258,10.230337921290513,9.478202612594144,-8.931104924088999,[-0.93979854 -0.30992789  0.14395629],[ 0.12136751 -0.69651052 -0.70720791],[ 0.31945052 -0.64716135  0.69219474]
259,10.282412233953462,9.480133007508503,-8.891852034482707,[-0.93897337 -0.31168511  0.14553832],[ 0.12272923 -0.6987917  -0.70471817],[ 0.32135113 -0.64384979  0.69439967]
260,10.282365532785366,9.482221905146655,-8.889704117053913,[-0.93901192 -0.31158688  0.14549993],[ 0.12265733 -0.6987492  -0.70477282],[ 0.32126593 -0.64394345  0.69435225]
261,10.228949289734917,9.476748081537725,-8.929186219223201,[-0.93986693 -0.31010898  0.14311731],[ 0.12210439 -0.69642904 -0.7071613 ],[ 0.31896812 -0.64716227  0.6924163 ]
262,10.225117833652217,9.478656987021289,-8.929439113957043,[-0.94000004 -0.309813    0.14288396],[ 0.1219227  -0.69618721 -0.70743072],[ 0.31864522 -0.64756411  0.69218924]
263,10.221977669297235,9.477354988487583,-8.930706711124218,[-0.94008969 -0.30964094  0.14266695],[ 0.12188499 -0.69605981 -0.70756257],[ 0.31839507 -0.64778331  0.69209924]
264,10.218502900038587,9.46819743737271,-8.942221908037244,[-0.93989635 -0.31018016  0.1427695 ],[ 0.12233272 -0.69624499 -0.70730306],[ 0.31879392 -0.64732618  0.6923433 ]
265,10.232696947497708,9.47567670874869,-8.9238420065169,[-0.9398401  -0.31013215  0.14324328],[ 0.12212327 -0.69662173 -0.70696822],[ 0.31903996 -0.64694375  0.69258739]
266,10.306601436078072,9.460893261008419,-8.89918270876628,[-0.9378771  -0.31408688  0.14743128],[ 0.12416764 -0.70059986 -0.70266794],[ 0.32398911 -0.64070998  0.69607599]
267,10.239757506613312,9.45784603862078,-8.94882718135182,[-0.93906558 -0.311982    0.14430202],[ 0.12328873 -0.69756915 -0.70583084],[ 0.32086716 -0.64503063  0.69352704]
268,10.239666838627526,9.454806381360392,-8.951246695588193,[-0.93894363 -0.31227709  0.14445715],[ 0.12345101 -0.69765021 -0.70572235],[ 0.32116148 -0.64480012  0.69360515]
269,10.23718844572269,9.45271751222245,-8.951811680383049,[-0.93904193 -0.31203882  0.14433303],[ 0.12332316 -0.69759289 -0.70580136],[ 0.32092312 -0.64497747  0.69355058]
270,10.245997834331382,9.549686907151289,-8.892787488745345,[-0.94170875 -0.30547789  0.14095348],[ 0.11925676 -0.69486736 -0.70918064],[ 0.31458298 -0.65103196  0.69079298]
271,10.254596094200469,9.549171899851668,-8.8884520713511,[-0.94153139 -0.30581436  0.14140796],[ 0.11937297 -0.69525886 -0.70877727],[ 0.3150694  -0.65045576  0.69111401]
272,10.25162985655767,9.545059440650615,-8.891463817243457,[-0.94126316 -0.30646948  0.14177493],[ 0.11966088 -0.69534129 -0.70864785],[ 0.3157609  -0.6500592   0.69117154]
273,10.313167322282423,9.506290519006706,-8.871040160185384,[-0.93902284 -0.31131097  0.14601911],[ 0.1224491  -0.69955973 -0.70400454],[ 0.32131343 -0.64319644  0.69502232]
274,10.314912015725284,9.503258345682498,-8.872680172735679,[-0.9389159  -0.31155333  0.1461898 ],[ 0.12261456 -0.6997538  -0.70378285],[ 0.32156276 -0.64286791  0.69521094]
275,10.250493087788586,9.547988153777224,-8.886456466945699,[-0.94148232 -0.30592416  0.14149714],[ 0.11931657 -0.69509978 -0.70894278],[ 0.31523736 -0.65057414  0.69092597]
276,10.232628331601614,9.55088287957216,-8.889635403053184,[-0.94199378 -0.30485164  0.14040373],[ 0.11883954 -0.69418022 -0.70992322],[ 0.31388675 -0.65205774  0.69014188]
277,10.231318212974449,9.550979743429211,-8.890761109203488,[-0.94199345 -0.30484764  0.14041462],[ 0.11880976 -0.69414203 -0.70996555],[ 0.31389901 -0.65210027  0.69009611]
278,10.238092888142003,9.549075647036723,-8.891947639401744,[-0.9418053  -0.3052716   0.14075523],[ 0.11907277 -0.6945183  -0.70955338],[ 0.31436358 -0.65150102  0.69045055]
279,10.252497092012533,9.545999314262847,-8.889555590080565,[-0.94141854 -0.30607978  0.14158498],[ 0.11944397 -0.69524226 -0.70878159],[ 0.31537957 -0.65034866  0.69107333]
280,10.231675836102358,9.557727905137817,-8.879546954407045,[-0.94224777 -0.30419583  0.14012148],[ 0.11835887 -0.69382523 -0.71035043],[ 0.31330545 -0.65274149  0.68975955]
281,10.231995043205366,9.553199745876146,-8.887543022152759,[-0.9421212  -0.30455021  0.14020278],[ 0.11866234 -0.69399666 -0.71013231],[ 0.3135712  -0.65239391  0.6899676 ]
282,10.233417424210105,9.552438715242669,-8.887979253304724,[-0.94201113 -0.30479272  0.14041518],[ 0.11876929 -0.69414983 -0.7099647 ],[ 0.31386124 -0.65211764  0.69009688]
283,10.25060270828708,9.541386160649246,-8.894955864666983,[-0.94128725 -0.30641089  0.14174162],[ 0.11964616 -0.6953559  -0.708636  ],[ 0.31569466 -0.65007118  0.69119052]
284,10.251184800730819,9.541543981295643,-8.894446968682178,[-0.94129036 -0.30639794  0.14174893],[ 0.11963697 -0.69536964 -0.70862406],[ 0.31568885 -0.65006259  0.69120126]
285,10.250734446988846,9.544440914565625,-8.892000678232664,[-0.94139347 -0.30613987  0.14162173],[ 0.1194656  -0.69524478 -0.70877547],[ 0.3154462  -0.65031767  0.69107208]
286,10.24959562850821,9.547152945715101,-8.890052680723711,[-0.94149226 -0.30590203  0.14147891],[ 0.11931704 -0.69510895 -0.7089337 ],[ 0.31520751 -0.65057475  0.69093902]
287,10.250687990674631,9.54789711458659,-8.888266802440583,[-0.94151282 -0.30584772  0.14145945],[ 0.11928762 -0.69510762 -0.70893995],[ 0.31515721 -0.65060169  0.69093659]
288,10.250787679452827,9.54813813261078,-8.88809336823237,[-0.94155074 -0.30575993  0.14139682],[ 0.1192377  -0.69505212 -0.70900277],[ 0.3150628  -0.65070225  0.69088495]
289,10.250474787197568,9.548072567526992,-8.888827920614865,[-0.94155691 -0.30574993  0.14137739],[ 0.11922879 -0.69501997 -0.70903578],[ 0.31504775 -0.65074128  0.69085505]
290,10.251753597877867,9.543796301629243,-8.893143173686985,[-0.94155294 -0.30583818  0.14121287],[ 0.11946042 -0.6950968  -0.70892146],[ 0.31497187 -0.65061774  0.69100599]
291,10.23407410364858,9.555497347198493,-8.881930959504292,[-0.94225528 -0.30422777  0.1400016 ],[ 0.11849032 -0.69385777 -0.71029672],[ 0.31323319 -0.65269201  0.68983919]
292,10.233588232623504,9.558352270598707,-8.878905520683663,[-0.94235789 -0.30396006  0.13989245],[ 0.11829909 -0.69373212 -0.71045131],[ 0.31299671 -0.65295025  0.68970214]
