Frame,X,Y,Z,Rotation_1,Rotation_2,Rotation_3
11,6.475987752460676,8.932590854848469,-1.2901694593832098,[-0.56939786 -0.73658832  0.36499826],[ 0.04070807 -0.46872312 -0.88240665],[ 0.82105355 -0.48758208  0.29687503]
12,6.470091979848613,8.937548432924741,-1.288620956756636,[-0.56925673 -0.73646312  0.36547073],[ 0.040881   -0.46933055 -0.88207572],[ 0.82114282 -0.48718673  0.29727692]
13,6.5265940651081955,8.957686081805502,-1.2381243914545856,[-0.5709138  -0.73685357  0.36208322],[ 0.04577215 -0.46890221 -0.88206328],[ 0.8197331  -0.48700877  0.30143011]
14,6.530180774940698,8.956931856366328,-1.2378935352710179,[-0.57098242 -0.73693308  0.3618131 ],[ 0.04572363 -0.46858021 -0.88223689],[ 0.81968801 -0.48719834  0.30124632]
15,6.530625139913922,8.957068645698682,-1.237680684840981,[-0.57100886 -0.7369214   0.36179514],[ 0.04575879 -0.46859124 -0.88222921],[ 0.81966762 -0.48720539  0.30129038]
16,6.4982315119486564,8.930978442491902,-1.2741522708629276,[-0.57061087 -0.73628261  0.3637185 ],[ 0.04302155 -0.46909271 -0.88210043],[ 0.82009291 -0.48768836  0.29934542]
17,6.491513112228831,8.9457034920088,-1.2679235662633,[-0.56966051 -0.73682894  0.36410166],[ 0.04262106 -0.46889899 -0.88222286],[ 0.82077424 -0.48704912  0.29851767]
18,6.483657531947047,8.940344274266506,-1.2754461621381101,[-0.56944677 -0.7367972   0.36450002],[ 0.04193205 -0.46887417 -0.88226907],[ 0.82095803 -0.48712104  0.2978943 ]
19,6.481261439942838,8.941021053136607,-1.2750205405120085,[-0.56928541 -0.73686749  0.36460995],[ 0.04186755 -0.46889743 -0.88225977],[ 0.82107322 -0.4869923   0.29778731]
20,6.481105412962826,8.941213388673354,-1.2742757178045565,[-0.56925142 -0.73689746  0.36460247],[ 0.04190842 -0.46889796 -0.88225755],[ 0.8210947  -0.48694645  0.29780304]
21,6.49020700438221,8.94554107922534,-1.2659568565032822,[-0.56961728 -0.73684674  0.36413327],[ 0.04282731 -0.46904038 -0.88213771],[ 0.82079351 -0.48688603  0.29873067]
22,6.493317159700792,8.9453559577674,-1.2641839770161276,[-0.56965108 -0.73693487  0.36390197],[ 0.04293425 -0.46884164 -0.88223816],[ 0.82076446 -0.48694407  0.29871589]
23,6.493908981536369,8.94417194885047,-1.2648023582144474,[-0.56973926 -0.73688131  0.36387239],[ 0.04296548 -0.46886318 -0.88222519],[ 0.82070162 -0.48700437  0.29879022]
24,6.494027986329466,8.94453892504093,-1.264681079877231,[-0.56972226 -0.73689821  0.36386476],[ 0.04294862 -0.46883663 -0.88224012],[ 0.8207143  -0.48700435  0.29875543]
25,6.4935924152204105,8.944299721608244,-1.2651483408384059,[-0.56971231 -0.73689335  0.36389019],[ 0.04290682 -0.46883793 -0.88224146],[ 0.82072339 -0.48701045  0.29872049]
26,6.492141812736439,8.945332441622206,-1.2649255319286725,[-0.56960963 -0.73693097  0.36397475],[ 0.04285168 -0.46886171 -0.88223151],[ 0.82079754 -0.48693063  0.29864687]
27,6.492883595216355,8.944236265351215,-1.265048804489242,[-0.56969785 -0.73688403  0.36393171],[ 0.04292857 -0.46889424 -0.88221048],[ 0.82073229 -0.48697035  0.29876142]
28,6.463069208536595,8.938194419751305,-1.2883771498781535,[-0.56847123 -0.7370023   0.36560643],[ 0.04020457 -0.46875223 -0.88241427],[ 0.82172018 -0.48692808  0.29610302]
29,6.463829587163792,8.937926432274557,-1.288814920712297,[-0.56851266 -0.73698904  0.36556876],[ 0.04018065 -0.46871082 -0.88243735],[ 0.82169269 -0.48698801  0.29608073]
30,6.5142752627181,8.956996755820636,-1.2397277078366384,[-0.57021964 -0.73710355  0.36266778],[ 0.04526993 -0.46899862 -0.88203794],[ 0.82024398 -0.48653741  0.30080085]
31,6.511895712228526,8.957808209401673,-1.2397248362601823,[-0.57009903 -0.73712883  0.36280598],[ 0.04520823 -0.46907448 -0.88200076],[ 0.82033122 -0.48642596  0.3007432 ]
32,6.509560644092907,8.95485011650093,-1.2417842706000544,[-0.5700869  -0.73708957  0.36290479],[ 0.04509766 -0.46912183 -0.88198124],[ 0.82034574 -0.48643979  0.30068122]
33,6.508402235525724,8.955764008568798,-1.2412825660266917,[-0.56998552 -0.73713985  0.3629619 ],[ 0.04506321 -0.46912527 -0.88198117],[ 0.82041807 -0.48636027  0.3006125 ]
34,6.510647508335305,8.955692077220432,-1.2402464754144065,[-0.5700961  -0.73711634  0.36283597],[ 0.04521862 -0.46911524 -0.88197855],[ 0.82033269 -0.48640559  0.30077215]
35,6.510693296089418,8.954469424293842,-1.241593470110319,[-0.57014217 -0.73708152  0.36283432],[ 0.04514503 -0.46908983 -0.88199584],[ 0.82030472 -0.48648286  0.30072346]
36,6.50993682507774,8.955232063988234,-1.241612904147122,[-0.57010162 -0.73708465  0.36289166],[ 0.04511476 -0.46912271 -0.8819799 ],[ 0.82033457 -0.4864464   0.30070101]
37,6.510126051755592,8.95429047638794,-1.242201210902897,[-0.57010601 -0.73709601  0.3628617 ],[ 0.04506201 -0.4690575  -0.88201728],[ 0.82033441 -0.48649207  0.30062753]
38,6.483594750670048,8.94503913301903,-1.2666535652888764,[-0.56914525 -0.73708694  0.36438512],[ 0.04243997 -0.46890678 -0.88222745],[ 0.82114099 -0.48665107  0.29815801]
39,6.482579808322467,8.946817701886822,-1.2656864821531149,[-0.56897729 -0.73719727  0.36442423],[ 0.04235993 -0.4688332  -0.88227041],[ 0.82126151 -0.48655484  0.29798307]
40,6.482164025253512,8.94793136563045,-1.265157923670046,[-0.56892401 -0.73722297  0.36445543],[ 0.04235445 -0.46884415 -0.88226485],[ 0.82129871 -0.48650534  0.29796137]
41,6.486039318528357,8.948258726337983,-1.26494149495108,[-0.56919901 -0.73708639  0.36430228],[ 0.04255316 -0.46889807 -0.88222663],[ 0.82109787 -0.48666031  0.29826168]
42,6.483235287768006,8.949150904739037,-1.2648926573652903,[-0.56900597 -0.73716535  0.36444403],[ 0.04242557 -0.46890824 -0.88222737],[ 0.82123826 -0.48653089  0.29808625]
43,6.488424402773142,8.942265029865784,-1.2674931403788143,[-0.56957032 -0.73686926  0.36416117],[ 0.04270672 -0.46898178 -0.88217471],[ 0.82083238 -0.4869084   0.29858737]
44,6.4699873308433355,8.939248588414815,-1.283528004946196,[-0.56905289 -0.73668671  0.36533753],[ 0.04113913 -0.46923576 -0.88211415],[ 0.8212712  -0.48693993  0.29732662]
45,6.4708841894293405,8.938656416635375,-1.283712563250658,[-0.5691218  -0.73665602  0.36529205],[ 0.0411758  -0.46923293 -0.88211395],[ 0.82122161 -0.48698908  0.29738309]
46,6.471190244239733,8.938472342285298,-1.2836700976411284,[-0.56913346 -0.73665807  0.36526975],[ 0.0411846  -0.46921649 -0.88212228],[ 0.82121309 -0.48700181  0.29738577]
47,6.485825198615827,8.947588465942685,-1.2646057842056884,[-0.56921564 -0.73707226  0.36430487],[ 0.04262535 -0.4689512  -0.8821949 ],[ 0.8210826  -0.48663052  0.29835233]
48,6.490994546975822,8.94177400073968,-1.2669245328053291,[-0.56972092 -0.73682042  0.36402437],[ 0.04285519 -0.46897169 -0.88217288],[ 0.82072011 -0.48699201  0.29875956]
49,6.490842884425491,8.940605663590235,-1.267594202013127,[-0.56974    -0.73680782  0.36402002],[ 0.04282635 -0.46895769 -0.88218172],[ 0.82070838 -0.48702456  0.29873874]
50,6.489350415458566,8.943841969508965,-1.2659988863852525,[-0.56954468 -0.73691297  0.36411279],[ 0.04278181 -0.46895724 -0.88218412],[ 0.82084625 -0.48686587  0.29861857]
51,6.489959403548353,8.942331516843911,-1.2669742105032205,[-0.56966269 -0.73683422  0.36408756],[ 0.04281317 -0.46899704 -0.88216144],[ 0.82076273 -0.48694671  0.29871633]
52,6.488982320457634,8.944440565540397,-1.2661469369891565,[-0.56956978 -0.7368665   0.36416758],[ 0.04280417 -0.46904703 -0.8821353 ],[ 0.82082767 -0.48684972  0.29869597]
53,6.488911030920738,8.944316728628916,-1.2656619041954058,[-0.56954885 -0.73688959  0.36415359],[ 0.04283336 -0.46903847 -0.88213843],[ 0.82084067 -0.486823    0.29870378]
54,6.487329852916688,8.944422944154235,-1.2661173721878733,[-0.56950409 -0.73687369  0.36425576],[ 0.04279231 -0.46911693 -0.8820987 ],[ 0.82087387 -0.48677147  0.29869654]
55,6.487179069337156,8.94517640445922,-1.265865810524149,[-0.56949729 -0.73686648  0.36428096],[ 0.04280834 -0.46915366 -0.88207839],[ 0.82087775 -0.48674699  0.29872577]
56,6.488279661144917,8.944581319935974,-1.266108884029998,[-0.56959321 -0.73681726  0.36423056],[ 0.04286216 -0.46916702 -0.88206867],[ 0.82080839 -0.48680862  0.29881593]
57,6.488336189485701,8.944609855122417,-1.2661180499494011,[-0.569559   -0.73685209  0.3642136 ],[ 0.04281734 -0.46910523 -0.88210371],[ 0.82083446 -0.48681546  0.29873315]
58,6.49086718371957,8.937895423039263,-1.2690529828781583,[-0.56993126 -0.736646    0.3640481 ],[ 0.04293464 -0.46913899 -0.88208006],[ 0.82056991 -0.48709473  0.29900461]
59,6.490822908475118,8.937391676433819,-1.2688855902617169,[-0.56989719 -0.73668583  0.36402085],[ 0.04291795 -0.46908159 -0.8821114 ],[ 0.82059445 -0.48708978  0.29894532]
60,6.520698663863199,8.951544611271446,-1.2395708200699156,[-0.57060744 -0.73701804  0.36223136],[ 0.045564   -0.46882115 -0.88211714],[ 0.81995797 -0.48683789  0.30109432]
61,6.520151651383912,8.95089460672869,-1.2397110469980666,[-0.57058269 -0.73703181  0.36224235],[ 0.04554681 -0.46881322 -0.88212225],[ 0.81997615 -0.4868247   0.30106615]
62,6.518995317013204,8.950598985449261,-1.2403789139368278,[-0.57053063 -0.73704352  0.36230049],[ 0.04546199 -0.46880958 -0.88212855],[ 0.82001708 -0.48681046  0.30097769]
63,6.5197478400239826,8.949911225324758,-1.2407530969203657,[-0.57061184 -0.73699683  0.36226759],[ 0.04549877 -0.46882772 -0.88211702],[ 0.81995853 -0.48686368  0.3010511 ]
64,6.5195336599581335,8.949260252168315,-1.2413792872417604,[-0.57061215 -0.73699442  0.36227201],[ 0.04544984 -0.46880409 -0.8821321 ],[ 0.81996103 -0.48689009  0.30100159]
65,6.519151907155208,8.949145035850915,-1.24171291898773,[-0.57059865 -0.73699408  0.36229396],[ 0.04541453 -0.46880347 -0.88213425],[ 0.81997238 -0.4868912   0.30096887]
66,6.513407282070306,8.958561714215591,-1.2375442903081275,[-0.56986019 -0.73742154  0.36258632],[ 0.04507816 -0.46862987 -0.88224373],[ 0.82050431 -0.48641086  0.30029511]
67,6.513134096648454,8.958546588510531,-1.2377286530554987,[-0.56986742 -0.73740399  0.36261065],[ 0.04507778 -0.46866192 -0.88222673],[ 0.82049931 -0.48640658  0.30031569]
68,6.513440518333278,8.959273120740171,-1.237242163168614,[-0.56987318 -0.737402    0.36260565],[ 0.04511571 -0.46868094 -0.88221468],[ 0.82049322 -0.48639127  0.30035711]
69,6.516119034078326,8.960064507556044,-1.2362005382104688,[-0.56996693 -0.73739758  0.36246724],[ 0.04522401 -0.46862063 -0.88224118],[ 0.82042214 -0.48645607  0.30044633]
70,6.512153721331025,8.957581162717997,-1.2370075905372926,[-0.56988115 -0.73737131  0.36265551],[ 0.04522065 -0.46880629 -0.88214271],[ 0.82048191 -0.48631699  0.30050828]
71,6.511895822574493,8.956967014096888,-1.2370792705317912,[-0.56985002 -0.73740064  0.3626448 ],[ 0.04519251 -0.46876316 -0.88216707],[ 0.82050509 -0.48631409  0.30044968]
72,6.512841143047014,8.955817315094729,-1.2374721608555412,[-0.56991836 -0.7373793   0.3625808 ],[ 0.04520984 -0.46872681 -0.8821855 ],[ 0.82045666 -0.48638149  0.30047282]
73,6.513514691454732,8.95413103654478,-1.238082744912857,[-0.57002314 -0.7373186   0.36253951],[ 0.04526565 -0.46875642 -0.8821669 ],[ 0.82038079 -0.48644496  0.30057721]
74,6.513877027786757,8.953560112217698,-1.2379889425613584,[-0.57003906 -0.7373237   0.36250412],[ 0.04528702 -0.46873372 -0.88217786],[ 0.82036855 -0.48645911  0.30058772]
75,6.487350338311522,8.936232231285539,-1.2669095045378862,[-0.56948641 -0.73702218  0.36398289],[ 0.04279706 -0.4687854  -0.88227471],[ 0.82088589 -0.48686606  0.29850929]
76,6.513165688969013,8.952751616137382,-1.2391750637995576,[-0.5700459  -0.73729653  0.36254863],[ 0.04520725 -0.46874267 -0.8821772 ],[ 0.8203682  -0.48649167  0.30053598]
77,6.485911128359768,8.93535135629918,-1.2685086216731043,[-0.56945555 -0.73700495  0.36406604],[ 0.04265636 -0.46878807 -0.88228011],[ 0.82091462 -0.48688957  0.29839191]
78,6.512016622676151,8.95252986173821,-1.2403494298669804,[-0.57001152 -0.73728695  0.36262216],[ 0.0450894  -0.46874569 -0.88218163],[ 0.82039857 -0.48650327  0.30043426]
79,6.511275488743562,8.952664813757231,-1.240395269054531,[-0.56996783 -0.73730259  0.36265901],[ 0.04505878 -0.46875249 -0.88217958],[ 0.82043061 -0.486473    0.3003958 ]
80,6.511355531842362,8.951668482201656,-1.240709409606188,[-0.56999876 -0.73728621  0.36264371],[ 0.04507153 -0.4687553  -0.88217744],[ 0.82040842 -0.48649514  0.30042056]
81,6.512680525211206,8.951454806177647,-1.2408599126972963,[-0.57011039 -0.73722357  0.36259557],[ 0.04514139 -0.46878805 -0.88215646],[ 0.82032701 -0.48655849  0.30054023]
82,6.512573722271643,8.953111775390328,-1.2401679786292417,[-0.57007895 -0.73723238  0.3626271 ],[ 0.04516196 -0.46882419 -0.8821362 ],[ 0.82034772 -0.48651033  0.30056167]
83,6.511356014463401,8.952081642716438,-1.2406613768478323,[-0.57003326 -0.73724731  0.36266858],[ 0.04511274 -0.4688246  -0.8821385 ],[ 0.82038218 -0.48648731  0.30050486]
84,6.511341371719789,8.952319036301288,-1.2405564749317923,[-0.57002519 -0.7372522   0.36267131],[ 0.04511188 -0.46882382 -0.88213896],[ 0.82038784 -0.48648064  0.30050022]
85,6.512214385998318,8.952320609314816,-1.239821492581214,[-0.57005139 -0.7372608   0.36261264],[ 0.04518662 -0.46880943 -0.88214278],[ 0.82036552 -0.48648148  0.30055979]
86,6.511812135344364,8.95196312462437,-1.2400537040801471,[-0.5700419  -0.73725952  0.36263016],[ 0.04517065 -0.46881676 -0.8821397 ],[ 0.82037299 -0.48647635  0.30054769]
87,6.511687678086099,8.951684511626336,-1.2401967387403392,[-0.57003003 -0.73726982  0.36262787],[ 0.04514921 -0.46879611 -0.88215178],[ 0.82038242 -0.48648064  0.30051501]
88,6.511932013857236,8.951054657740283,-1.2405607975072206,[-0.57007751 -0.73723821  0.36261749],[ 0.04516554 -0.46881419 -0.88214133],[ 0.82034853 -0.48651112  0.30055819]
89,6.512037069160563,8.951469480048855,-1.2403018055027375,[-0.5700695  -0.73724543  0.36261542],[ 0.0451746  -0.46881357 -0.8821412 ],[ 0.82035359 -0.48650078  0.30056109]
90,6.456457288866381,8.94716057519031,-1.2832941939941858,[-0.5678598  -0.73727522  0.36600614],[ 0.04016294 -0.46894246 -0.88231508],[ 0.82214487 -0.48633139  0.29590471]
91,6.456812179098384,8.946269952479083,-1.2837768694308438,[-0.56790015 -0.73725732  0.3659796 ],[ 0.04015643 -0.46892422 -0.88232507],[ 0.82211732 -0.48637611  0.29590776]
92,6.453867518045288,8.942769414899791,-1.2852798760390307,[-0.56756701 -0.73752197  0.36596317],[ 0.03974286 -0.46851662 -0.8825603 ],[ 0.82236743 -0.48636768  0.29522581]
93,6.454506890788811,8.943276039204394,-1.2847492124860866,[-0.56763276 -0.73747625  0.36595333],[ 0.03984835 -0.46859549 -0.88251367],[ 0.82231695 -0.48636103  0.29537736]
94,6.454077060532292,8.942768473911812,-1.2852521905486896,[-0.56763379 -0.73746385  0.3659767 ],[ 0.03981904 -0.46860657 -0.88250911],[ 0.82231765 -0.48636915  0.29536202]
95,6.454780687312866,8.942232337635184,-1.2854493794668156,[-0.56771699 -0.73741361  0.36594889],[ 0.03987679 -0.46864321 -0.88248704],[ 0.82225742 -0.48641002  0.29546241]
96,6.482916107045737,8.947429487495038,-1.2629052389077269,[-0.56888225 -0.73730636  0.36435193],[ 0.04251823 -0.46879917 -0.88228088],[ 0.82131918 -0.48642233  0.29804048]
97,6.4824786754513415,8.947227467432787,-1.2630077201304952,[-0.56888053 -0.73729539  0.36437679],[ 0.04252397 -0.46883157 -0.88226338],[ 0.82132007 -0.48640772  0.29806188]
98,6.482383809747372,8.947372894871247,-1.2630448793831333,[-0.56887972 -0.73729075  0.36438745],[ 0.0425212  -0.46884233 -0.88225779],[ 0.82132077 -0.48640438  0.29806539]
99,6.48316505482777,8.949543483439001,-1.2617117509302322,[-0.56881628 -0.73736014  0.36434607],[ 0.04252874 -0.46876974 -0.882296  ],[ 0.82136432 -0.48636915  0.29800286]
100,6.482397989956531,8.949700452210578,-1.2620057247673584,[-0.56878566 -0.73735935  0.36439548],[ 0.04248895 -0.468792   -0.88228609],[ 0.82138758 -0.4863489   0.2979718 ]
101,6.482432539930561,8.949878015121087,-1.2618366613833691,[-0.56878802 -0.73735673  0.36439709],[ 0.04250647 -0.46880533 -0.88227816],[ 0.82138505 -0.48634001  0.29799329]
102,6.459511369372303,8.94530059348824,-1.2793092733571818,[-0.56806025 -0.7372337   0.36577866],[ 0.04072811 -0.469091   -0.88221021],[ 0.82197857 -0.48625108  0.29649809]
103,6.481341608242564,8.948648636499934,-1.2620855013187593,[-0.56876189 -0.73735907  0.36443314],[ 0.04250645 -0.46883711 -0.88226128],[ 0.82140314 -0.48630583  0.2979992 ]
104,6.482051138258521,8.947982504222347,-1.262622489600692,[-0.56882431 -0.73732883  0.36439691],[ 0.0425048  -0.46881988 -0.88227052],[ 0.82136    -0.4863683   0.29801616]
105,6.481454270579441,8.948356886440916,-1.2626710083964046,[-0.56879581 -0.73733068  0.36443763],[ 0.0424846  -0.46884427 -0.88225853],[ 0.82138078 -0.48634197  0.29800186]
106,6.480236466000804,8.946996600875071,-1.2640127381036206,[-0.56876758 -0.73732646  0.36449025],[ 0.04237162 -0.46882808 -0.88227257],[ 0.82140617 -0.48636399  0.29789592]
107,6.480786500726863,8.946953612655053,-1.2639789961201457,[-0.56879565 -0.737319    0.36446152],[ 0.04238785 -0.4688155  -0.88227847],[ 0.82138589 -0.48638741  0.29791358]
108,6.480541384256149,8.946533830007194,-1.2644430374651217,[-0.56880109 -0.7373083   0.36447467],[ 0.04235949 -0.46881681 -0.88227914],[ 0.82138358 -0.48640238  0.29789552]
109,6.4776623353600264,8.947808951978967,-1.2638288546950358,[-0.56859022 -0.73740043  0.3646173 ],[ 0.04226896 -0.4688424  -0.88226988],[ 0.82153424 -0.48623803  0.29774835]
110,6.478947122885552,8.948182911591413,-1.2631228760533015,[-0.56864956 -0.73738606  0.36455381],[ 0.04236152 -0.46884695 -0.88226302],[ 0.82148839 -0.48625542  0.29784641]
111,6.479066465741747,8.948194578521244,-1.2632836370534402,[-0.56867717 -0.73736206  0.36455929],[ 0.04237328 -0.46887244 -0.88224891],[ 0.82146867 -0.48626724  0.2978815 ]
112,6.4782865061134345,8.948392152288404,-1.2633171719684873,[-0.56863075 -0.7373773   0.36460085],[ 0.04234202 -0.46888354 -0.88224451],[ 0.82150242 -0.48623342  0.29784365]
113,6.478822771823273,8.94832095381645,-1.2632407069645328,[-0.56865151 -0.73737736  0.36456836],[ 0.04235494 -0.46886131 -0.8822557 ],[ 0.82148738 -0.48625477  0.29785027]
114,6.478233404399692,8.947300921486567,-1.2641612948414434,[-0.5686932  -0.73732469  0.36460985],[ 0.0423424  -0.46892163 -0.88222425],[ 0.82145917 -0.48627648  0.29789264]
115,6.461962229496541,8.9481831391883,-1.2742648023214231,[-0.56806913 -0.73730045  0.36563029],[ 0.04114876 -0.46916609 -0.88215076],[ 0.82195149 -0.48607738  0.29685777]
116,6.461500173680666,8.948482484455848,-1.274376576588761,[-0.56803865 -0.73730926  0.36565988],[ 0.04111425 -0.46916792 -0.88215139],[ 0.82197427 -0.48606226  0.29681943]
117,6.478320141963526,8.9474820199091,-1.2638420897952494,[-0.56867679 -0.73734291  0.3645986 ],[ 0.04235029 -0.46890571 -0.88223233],[ 0.82147012 -0.48626419  0.29788248]
118,6.484164262777579,8.945942822009295,-1.2635561472274435,[-0.56903271 -0.73721973  0.36429225],[ 0.04259855 -0.46884068 -0.88225494],[ 0.82121077 -0.4865136   0.29819017]
119,6.483578882578621,8.94600789711284,-1.263830011844243,[-0.56898914 -0.73723988  0.36431953],[ 0.04253888 -0.46881905 -0.88226931],[ 0.82124406 -0.48650391  0.29811431]
120,6.519722781765742,8.958389317919233,-1.2367970174925067,[-0.57024665 -0.73726416  0.36229867],[ 0.04537719 -0.46863241 -0.88222706],[ 0.82021928 -0.48664693  0.30069103]
121,6.520177473616348,8.958100168597907,-1.2365405276415289,[-0.57026411 -0.7372679   0.36226356],[ 0.04541072 -0.46861796 -0.88223301],[ 0.82020528 -0.48665517  0.30071587]
122,6.520275240872421,8.958718936808074,-1.2356166779797988,[-0.57022595 -0.73730582  0.36224645],[ 0.04545115 -0.46860473 -0.88223795],[ 0.82022958 -0.48661046  0.30072197]
123,6.520791172230389,8.957411876803311,-1.236081411185093,[-0.57024469 -0.73731985  0.36218839],[ 0.04541943 -0.46852465 -0.88228211],[ 0.82021831 -0.48666629  0.30066234]
124,6.5207911358898905,8.957270332419514,-1.236100546112954,[-0.5702428  -0.7373235   0.36218395],[ 0.0454167  -0.46851688 -0.88228638],[ 0.82021977 -0.48666825  0.30065518]
125,6.519382972787415,8.955830653292521,-1.2375635241849765,[-0.57025954 -0.73727114  0.36226417],[ 0.04535257 -0.46858217 -0.88225501],[ 0.82021168 -0.48668472  0.30065059]
126,6.520612269448078,8.955557195956498,-1.2380100381629444,[-0.57035416 -0.73722139  0.36221645],[ 0.04537524 -0.46858003 -0.88225497],[ 0.82014463 -0.48676214  0.30070817]
127,6.523587615100246,8.944953183080566,-1.2428402608633786,[-0.57095172 -0.73684824  0.36203426],[ 0.04559471 -0.46875485 -0.88215079],[ 0.81971657 -0.48715866  0.30123277]
128,6.523469116135518,8.945634089222938,-1.2426833134996667,[-0.5709509  -0.73683663  0.36205919],[ 0.04560722 -0.46879177 -0.88213052],[ 0.81971645 -0.4871407   0.30126215]
129,6.5237048156305715,8.945090236156098,-1.2429144399200673,[-0.5709772  -0.73682488  0.36204163],[ 0.04561155 -0.46878489 -0.88213395],[ 0.81969789 -0.48716509  0.30127321]
130,6.522173443154955,8.944653635314344,-1.24292993598281,[-0.5709196  -0.73683389  0.36211411],[ 0.04560615 -0.46884311 -0.88210329],[ 0.81973831 -0.48709543  0.30127587]
131,6.522019081606645,8.944470624712249,-1.24305307610071,[-0.57090917 -0.73684091  0.36211628],[ 0.04558872 -0.46883076 -0.88211076],[ 0.81974654 -0.4870967   0.30125141]
132,6.5164796372841645,8.954262915633096,-1.2387880240798133,[-0.57021277 -0.73723011  0.36242126],[ 0.04529964 -0.46871823 -0.88218545],[ 0.82024712 -0.48661585  0.30066538]
133,6.493415752266298,8.947589898115789,-1.2579338308672985,[-0.56959386 -0.73702119  0.36381672],[ 0.04351272 -0.46905771 -0.88209495],[ 0.82077371 -0.48660521  0.29924219]
134,6.491914125922081,8.94860375031332,-1.2574433694250513,[-0.56946524 -0.7370853   0.36388816],[ 0.04345575 -0.46905334 -0.88210009],[ 0.82086597 -0.4865123   0.29914017]
135,6.492076944322685,8.94899472002949,-1.257140426558665,[-0.56946745 -0.73708556  0.36388418],[ 0.04347984 -0.46906381 -0.88209333],[ 0.82086316 -0.48650182  0.29916493]
136,6.521230633910585,8.944329776073278,-1.2428298573581156,[-0.5708564  -0.73687001  0.36214024],[ 0.04557984 -0.46883096 -0.88211111],[ 0.81978378 -0.48705247  0.30122157]
137,6.521336158992885,8.944470989245028,-1.2425834345657725,[-0.57085532 -0.7368742   0.36213342],[ 0.04559886 -0.46883362 -0.88210871],[ 0.81978348 -0.48704358  0.30123679]
138,6.520314083739617,8.94449596984138,-1.2432047879034287,[-0.57081631 -0.73687352  0.36219629],[ 0.04552598 -0.46884842 -0.88210461],[ 0.81981469 -0.48703036  0.30117321]
139,6.52019836302657,8.944112725408331,-1.2434638204520203,[-0.57081431 -0.73687517  0.36219608],[ 0.04550512 -0.4688349  -0.88211288],[ 0.81981724 -0.48704088  0.30114926]
140,6.518589471811427,8.947384085637642,-1.2420914132614205,[-0.57059475 -0.7369971   0.36229396],[ 0.04541251 -0.46880056 -0.8821359 ],[ 0.81997521 -0.48688943  0.30096403]
141,6.4893839170101515,8.936433506470687,-1.2684046380823308,[-0.56965248 -0.7369169   0.36393618],[ 0.04275709 -0.46877808 -0.88228053],[ 0.82077274 -0.48703244  0.29854902]
142,6.4895308685652395,8.936635423631092,-1.268217299617926,[-0.56965772 -0.73691521  0.3639314 ],[ 0.04277527 -0.46878543 -0.88227575],[ 0.82076815 -0.48702792  0.29856899]
143,6.485561822017658,8.944341638242868,-1.2647292201271632,[-0.56914029 -0.73720419  0.36415562],[ 0.04258513 -0.46871596 -0.88232185],[ 0.82113692 -0.4866573   0.29815908]
144,6.512955255544309,8.957222316072212,-1.2379688746207722,[-0.56993348 -0.73734602  0.36262471],[ 0.04515458 -0.4687532  -0.8821743 ],[ 0.82044921 -0.4864065   0.30045269]
145,6.5140353869552445,8.956909656789282,-1.2377121565923566,[-0.56998871 -0.73733495  0.36256041],[ 0.04520965 -0.46873312 -0.88218215],[ 0.8204078  -0.48644264  0.30050724]
